id,name,price,sale_price
967,williamsburg,364.00,185.00
968,90's,174.00,29.00
969,forage,374.00,165.00
970,carry,209.00,177.00
971,plaid,255.00,15.00
972,neutra,12.00,84.00
973,tumblr,108.00,96.00
974,tumblr,76.00,102.00
975,plaid,67.00,7.00
976,waistcoat,100.00,29.00
977,try-hard,243.00,164.00
978,authentic,297.00,121.00
979,+1,229.00,122.00
980,schlitz,39.00,183.00
981,wayfarers,216.00,183.00
982,wolf,109.00,153.00
983,tousled,254.00,62.00
984,mustache,139.00,29.00
985,gluten-free,130.00,47.00
986,gentrify,18.00,75.00
987,retro,102.00,87.00
988,drinking,372.00,1.00
989,banjo,41.00,99.00
990,umami,349.00,142.00
991,pop-up,56.00,6.00
992,whatever,73.00,146.00
993,kickstarter,99.00,19.00
994,vice,93.00,180.00
995,gluten-free,105.00,42.00
996,paleo,220.00,123.00
997,90's,370.00,19.00
998,meggings,299.00,152.00
999,mustache,9.00,142.00
1000,authentic,170.00,110.00
1,literally,138.00,103.00
2,mlkshk,366.00,135.00
3,carry,127.00,148.00
4,kickstarter,294.00,16.00
5,viral,368.00,14.00
6,lomo,233.00,4.00
7,slow-carb,312.00,51.00
8,echo,121.00,33.00
9,yr,285.00,69.00
10,organic,104.00,140.00
11,DIY,371.00,7.00
12,farm-to-table,85.00,51.00
13,everyday,307.00,118.00
14,banjo,341.00,78.00
15,try-hard,17.00,49.00
16,actually,315.00,21.00
17,butcher,355.00,29.00
18,organic,334.00,42.00
19,kitsch,350.00,120.00
20,gastropub,198.00,90.00
21,ramps,19.00,64.00
22,literally,236.00,68.00
23,scenester,195.00,179.00
24,swag,43.00,3.00
25,drinking,309.00,110.00
26,cliche,52.00,173.00
27,banjo,274.00,107.00
28,twee,106.00,124.00
29,DIY,15.00,49.00
30,synth,73.00,25.00
31,synth,62.00,182.00
32,drinking,39.00,83.00
33,selvage,6.00,90.00
34,migas,24.00,19.00
35,Yuccie,113.00,154.00
36,gluten-free,154.00,34.00
37,mlkshk,74.00,92.00
38,drinking,276.00,175.00
39,crucifix,86.00,11.00
40,venmo,129.00,58.00
41,fixie,375.00,42.00
42,meggings,63.00,69.00
43,drinking,31.00,138.00
44,drinking,256.00,55.00
45,umami,114.00,50.00
46,meggings,60.00,94.00
47,fingerstache,178.00,144.00
48,mixtape,378.00,59.00
49,ethical,148.00,114.00
50,+1,259.00,76.00
51,church-key,253.00,65.00
52,flannel,7.00,75.00
53,heirloom,367.00,139.00
54,normcore,128.00,180.00
55,keytar,279.00,152.00
56,readymade,215.00,46.00
57,church-key,292.00,2.00
58,wayfarers,217.00,3.00
59,brunch,265.00,142.00
60,umami,350.00,12.00
61,drinking,31.00,122.00
62,literally,110.00,151.00
63,celiac,85.00,48.00
64,biodiesel,326.00,187.00
65,master,268.00,160.00
66,mixtape,54.00,29.00
67,PBR&B,236.00,186.00
68,humblebrag,274.00,73.00
69,occupy,240.00,153.00
70,bitters,77.00,36.00
71,cliche,59.00,49.00
72,butcher,176.00,44.00
73,selfies,95.00,68.00
74,literally,169.00,53.00
75,authentic,191.00,102.00
76,lumbersexual,79.00,55.00
77,pour-over,42.00,57.00
78,umami,124.00,166.00
79,franzen,70.00,167.00
80,flexitarian,175.00,180.00
81,meggings,176.00,51.00
82,Thundercats,102.00,151.00
83,mlkshk,305.00,127.00
84,post-ironic,83.00,135.00
85,tumblr,328.00,181.00
86,vinegar,274.00,90.00
87,sriracha,69.00,133.00
88,skateboard,73.00,84.00
89,readymade,166.00,142.00
90,mumblecore,183.00,21.00
91,ugh,170.00,147.00
92,flexitarian,196.00,43.00
93,viral,184.00,55.00
94,whatever,313.00,14.00
95,vinyl,279.00,159.00
96,gentrify,60.00,93.00
97,chicharrones,198.00,76.00
98,church-key,288.00,53.00
99,flannel,294.00,105.00
100,dreamcatcher,309.00,163.00
101,seitan,92.00,173.00
102,chambray,189.00,45.00
103,mustache,130.00,25.00
104,mixtape,270.00,63.00
105,aesthetic,42.00,36.00
106,lumbersexual,344.00,89.00
107,selfies,365.00,10.00
108,squid,151.00,135.00
109,kitsch,353.00,94.00
110,seitan,338.00,110.00
111,cleanse,331.00,49.00
112,yr,266.00,92.00
113,williamsburg,47.00,145.00
114,vice,231.00,138.00
115,chia,112.00,65.00
116,whatever,355.00,82.00
117,cliche,35.00,106.00
118,cornhole,242.00,175.00
119,occupy,202.00,141.00
120,pour-over,287.00,10.00
121,slow-carb,165.00,125.00
122,cray,300.00,70.00
123,hashtag,7.00,170.00
124,cronut,197.00,78.00
125,kickstarter,261.00,167.00
126,cliche,217.00,31.00
127,mustache,228.00,164.00
128,ramps,116.00,102.00
129,synth,219.00,52.00
130,pinterest,173.00,28.00
131,flexitarian,312.00,50.00
132,90's,48.00,62.00
133,salvia,295.00,167.00
134,hashtag,269.00,133.00
135,offal,230.00,164.00
136,VHS,326.00,95.00
137,kitsch,362.00,106.00
138,selvage,201.00,102.00
139,distillery,29.00,61.00
140,sartorial,301.00,32.00
141,franzen,115.00,159.00
142,seitan,130.00,57.00
143,blog,62.00,108.00
144,park,159.00,34.00
145,cleanse,54.00,125.00
146,hammock,115.00,68.00
147,tumblr,126.00,143.00
148,hashtag,42.00,46.00
149,typewriter,22.00,23.00
150,poutine,63.00,21.00
151,selvage,26.00,170.00
152,Thundercats,173.00,8.00
153,pug,72.00,38.00
154,aesthetic,152.00,186.00
155,yr,70.00,134.00
156,meggings,66.00,114.00
157,viral,324.00,175.00
158,authentic,377.00,104.00
159,master,352.00,27.00
160,cleanse,23.00,135.00
161,keytar,44.00,134.00
162,poutine,236.00,33.00
163,swag,270.00,75.00
164,slow-carb,229.00,33.00
165,salvia,53.00,110.00
166,hammock,277.00,84.00
167,lumbersexual,197.00,145.00
168,disrupt,218.00,112.00
169,listicle,361.00,155.00
170,franzen,150.00,163.00
171,bushwick,303.00,164.00
172,organic,204.00,139.00
173,park,286.00,30.00
174,venmo,298.00,127.00
175,vinegar,348.00,85.00
176,iPhone,110.00,86.00
177,typewriter,343.00,101.00
178,health,182.00,10.00
179,vinegar,294.00,60.00
180,cardigan,185.00,136.00
181,vegan,122.00,164.00
182,poutine,192.00,14.00
183,beard,378.00,173.00
184,wayfarers,97.00,85.00
185,wayfarers,217.00,62.00
186,selfies,222.00,157.00
187,leggings,162.00,160.00
188,chillwave,348.00,174.00
189,brunch,251.00,2.00
190,microdosing,49.00,46.00
191,chicharrones,112.00,105.00
192,master,300.00,118.00
193,dreamcatcher,76.00,89.00
194,occupy,251.00,26.00
195,bushwick,157.00,182.00
196,hoodie,139.00,29.00
197,crucifix,197.00,97.00
198,austin,69.00,46.00
199,etsy,71.00,23.00
200,DIY,239.00,20.00
201,literally,272.00,72.00
202,lo-fi,377.00,15.00
203,lumbersexual,119.00,42.00
204,irony,340.00,188.00
205,actually,335.00,101.00
206,listicle,76.00,155.00
207,cardigan,147.00,119.00
208,artisan,43.00,88.00
209,butcher,304.00,93.00
210,skateboard,45.00,26.00
211,chambray,307.00,151.00
212,crucifix,170.00,174.00
213,chia,249.00,75.00
214,umami,196.00,58.00
215,tumblr,22.00,28.00
216,ramps,379.00,174.00
217,biodiesel,71.00,10.00
218,plaid,12.00,62.00
219,slow-carb,194.00,91.00
220,bespoke,327.00,58.00
221,yr,14.00,46.00
222,polaroid,156.00,186.00
223,asymmetrical,377.00,138.00
224,brooklyn,105.00,144.00
225,meh,225.00,3.00
226,banjo,237.00,134.00
227,chia,263.00,25.00
228,wolf,277.00,81.00
229,irony,376.00,137.00
230,aesthetic,116.00,58.00
231,skateboard,335.00,86.00
232,cliche,265.00,12.00
233,street,313.00,129.00
234,helvetica,278.00,116.00
235,park,66.00,175.00
236,aesthetic,231.00,122.00
237,paleo,150.00,53.00
238,locavore,118.00,107.00
239,bitters,325.00,31.00
240,slow-carb,41.00,51.00
241,tattooed,109.00,106.00
242,kitsch,197.00,75.00
243,pickled,105.00,140.00
244,90's,184.00,88.00
245,retro,354.00,31.00
246,kitsch,67.00,139.00
247,austin,261.00,107.00
248,austin,233.00,169.00
249,cred,353.00,27.00
250,retro,291.00,98.00
251,biodiesel,60.00,96.00
252,echo,140.00,79.00
253,meditation,103.00,91.00
254,biodiesel,353.00,69.00
255,hoodie,339.00,39.00
256,narwhal,261.00,12.00
257,waistcoat,340.00,76.00
258,dreamcatcher,46.00,4.00
259,distillery,359.00,24.00
260,microdosing,21.00,134.00
261,flannel,222.00,158.00
262,farm-to-table,174.00,124.00
263,schlitz,294.00,36.00
264,kitsch,348.00,187.00
265,cleanse,235.00,106.00
266,poutine,336.00,112.00
267,schlitz,314.00,107.00
268,chambray,36.00,16.00
269,XOXO,180.00,146.00
270,salvia,187.00,38.00
271,listicle,115.00,103.00
272,quinoa,115.00,140.00
273,tacos,341.00,32.00
274,typewriter,17.00,138.00
275,selvage,331.00,94.00
276,hella,193.00,70.00
277,beard,20.00,84.00
278,heirloom,284.00,152.00
279,meggings,353.00,74.00
280,swag,147.00,63.00
281,flannel,373.00,42.00
282,selfies,6.00,133.00
283,portland,155.00,136.00
284,brunch,188.00,10.00
285,echo,219.00,108.00
286,flannel,137.00,110.00
287,cold-pressed,234.00,96.00
288,lumbersexual,143.00,1.00
289,helvetica,311.00,32.00
290,try-hard,7.00,166.00
291,listicle,371.00,48.00
292,ramps,206.00,177.00
293,gluten-free,184.00,4.00
294,lumbersexual,360.00,146.00
295,blog,256.00,49.00
296,portland,197.00,189.00
297,park,48.00,151.00
298,shoreditch,99.00,136.00
299,bespoke,361.00,22.00
300,etsy,7.00,172.00
301,iPhone,224.00,89.00
302,franzen,215.00,50.00
303,bespoke,228.00,154.00
304,poutine,26.00,172.00
305,butcher,156.00,28.00
306,intelligentsia,277.00,76.00
307,mixtape,195.00,76.00
308,park,105.00,83.00
309,gentrify,291.00,119.00
310,cornhole,97.00,159.00
311,distillery,95.00,182.00
312,blog,298.00,76.00
313,8-bit,374.00,109.00
314,hella,272.00,137.00
315,VHS,284.00,65.00
316,gluten-free,14.00,110.00
317,iPhone,151.00,128.00
318,heirloom,198.00,91.00
319,cleanse,188.00,44.00
320,brunch,229.00,102.00
321,selfies,151.00,130.00
322,irony,225.00,35.00
323,hashtag,107.00,24.00
324,cornhole,192.00,171.00
325,literally,103.00,18.00
326,yr,204.00,58.00
327,Yuccie,152.00,152.00
328,pinterest,253.00,12.00
329,brunch,291.00,124.00
330,migas,145.00,16.00
331,PBR&B,50.00,85.00
332,artisan,136.00,6.00
333,meggings,162.00,52.00
334,meh,338.00,175.00
335,pug,255.00,54.00
336,locavore,378.00,163.00
337,everyday,110.00,57.00
338,Godard,346.00,78.00
339,blog,35.00,3.00
340,authentic,56.00,72.00
341,polaroid,148.00,53.00
342,sartorial,375.00,104.00
343,bitters,303.00,11.00
344,mustache,356.00,81.00
345,schlitz,286.00,39.00
346,polaroid,197.00,122.00
347,park,136.00,20.00
348,post-ironic,93.00,134.00
349,brunch,51.00,141.00
350,carry,315.00,6.00
351,gentrify,305.00,143.00
352,schlitz,317.00,54.00
353,selfies,273.00,122.00
354,hella,10.00,138.00
355,8-bit,136.00,11.00
356,wayfarers,316.00,93.00
357,freegan,22.00,129.00
358,literally,144.00,136.00
359,pug,351.00,82.00
360,banjo,184.00,180.00
361,sustainable,239.00,19.00
362,VHS,241.00,110.00
363,skateboard,262.00,58.00
364,ugh,292.00,33.00
365,locavore,299.00,112.00
366,+1,225.00,140.00
367,fixie,68.00,24.00
368,skateboard,163.00,67.00
369,biodiesel,19.00,61.00
370,synth,295.00,31.00
371,crucifix,144.00,139.00
372,seitan,112.00,172.00
373,retro,12.00,20.00
374,waistcoat,364.00,146.00
375,vinegar,258.00,69.00
376,offal,184.00,75.00
377,hella,340.00,24.00
378,park,81.00,171.00
379,meh,332.00,14.00
380,chicharrones,301.00,15.00
381,kitsch,119.00,109.00
382,artisan,64.00,165.00
383,brooklyn,276.00,152.00
384,irony,252.00,108.00
385,chambray,49.00,168.00
386,sartorial,361.00,184.00
387,microdosing,43.00,55.00
388,authentic,294.00,150.00
389,literally,13.00,39.00
390,8-bit,113.00,157.00
391,skateboard,48.00,97.00
392,celiac,54.00,8.00
393,tumblr,158.00,150.00
394,selfies,313.00,61.00
395,gluten-free,43.00,164.00
396,freegan,279.00,94.00
397,wayfarers,143.00,63.00
398,twee,209.00,128.00
399,poutine,379.00,74.00
400,roof,66.00,175.00
401,intelligentsia,6.00,184.00
402,distillery,341.00,15.00
403,YOLO,166.00,135.00
404,iPhone,251.00,43.00
405,selfies,233.00,183.00
406,chambray,367.00,54.00
407,chicharrones,117.00,10.00
408,biodiesel,369.00,12.00
409,tilde,313.00,107.00
410,irony,17.00,132.00
411,ugh,341.00,16.00
412,pitchfork,124.00,121.00
413,mustache,107.00,34.00
414,knausgaard,132.00,125.00
415,quinoa,60.00,156.00
416,chia,74.00,105.00
417,taxidermy,139.00,124.00
418,offal,147.00,138.00
419,chillwave,349.00,140.00
420,chillwave,263.00,13.00
421,chartreuse,280.00,107.00
422,+1,278.00,42.00
423,vegan,47.00,2.00
424,locavore,176.00,109.00
425,loko,81.00,107.00
426,cronut,8.00,168.00
427,yr,319.00,100.00
428,artisan,342.00,10.00
429,brooklyn,137.00,165.00
430,schlitz,339.00,153.00
431,intelligentsia,129.00,80.00
432,kinfolk,233.00,119.00
433,seitan,369.00,158.00
434,asymmetrical,257.00,140.00
435,Godard,160.00,170.00
436,lomo,142.00,178.00
437,cleanse,147.00,166.00
438,hammock,318.00,30.00
439,DIY,280.00,19.00
440,tousled,179.00,82.00
441,kinfolk,378.00,50.00
442,literally,301.00,96.00
443,heirloom,297.00,128.00
444,cray,46.00,95.00
445,90's,314.00,134.00
446,offal,99.00,93.00
447,quinoa,112.00,104.00
448,vinegar,94.00,43.00
449,taxidermy,337.00,0.00
450,banjo,30.00,69.00
451,iPhone,102.00,35.00
452,plaid,95.00,38.00
453,cornhole,311.00,93.00
454,ethical,314.00,73.00
455,YOLO,26.00,128.00
456,selfies,67.00,9.00
457,sriracha,94.00,26.00
458,twee,285.00,167.00
459,paleo,149.00,49.00
460,chicharrones,107.00,43.00
461,mustache,252.00,132.00
462,umami,280.00,170.00
463,aesthetic,327.00,57.00
464,sustainable,132.00,144.00
465,cleanse,53.00,91.00
466,street,28.00,82.00
467,aesthetic,278.00,159.00
468,echo,194.00,169.00
469,everyday,337.00,21.00
470,street,225.00,187.00
471,hoodie,64.00,28.00
472,polaroid,228.00,6.00
473,tilde,122.00,156.00
474,pinterest,104.00,60.00
475,flannel,378.00,55.00
476,ramps,238.00,174.00
477,squid,86.00,113.00
478,lo-fi,231.00,135.00
479,hella,279.00,126.00
480,polaroid,308.00,130.00
481,vegan,306.00,32.00
482,waistcoat,226.00,35.00
483,ennui,303.00,12.00
484,cronut,317.00,130.00
485,cleanse,40.00,77.00
486,dreamcatcher,324.00,185.00
487,skateboard,50.00,183.00
488,PBR&B,380.00,87.00
489,meggings,8.00,47.00
490,umami,369.00,67.00
491,flexitarian,210.00,110.00
492,paleo,278.00,178.00
493,farm-to-table,48.00,72.00
494,yr,126.00,8.00
495,drinking,143.00,153.00
496,try-hard,25.00,1.00
497,mlkshk,25.00,96.00
498,park,66.00,11.00
499,mumblecore,32.00,56.00
500,kogi,247.00,95.00
501,keytar,105.00,59.00
502,squid,40.00,140.00
503,distillery,184.00,96.00
504,+1,251.00,35.00
505,retro,344.00,64.00
506,cliche,250.00,110.00
507,intelligentsia,34.00,81.00
508,lomo,38.00,168.00
509,Yuccie,259.00,19.00
510,butcher,134.00,183.00
511,franzen,379.00,146.00
512,fixie,286.00,50.00
513,retro,145.00,151.00
514,kickstarter,18.00,45.00
515,YOLO,90.00,94.00
516,plaid,98.00,81.00
517,synth,70.00,23.00
518,mlkshk,12.00,164.00
519,shoreditch,117.00,22.00
520,wolf,91.00,80.00
521,disrupt,202.00,53.00
522,bitters,197.00,136.00
523,helvetica,104.00,143.00
524,selfies,107.00,104.00
525,knausgaard,224.00,159.00
526,chillwave,239.00,183.00
527,squid,59.00,74.00
528,plaid,29.00,66.00
529,selfies,149.00,104.00
530,pour-over,166.00,101.00
531,Thundercats,177.00,166.00
532,literally,115.00,159.00
533,VHS,222.00,189.00
534,gluten-free,370.00,13.00
535,pour-over,165.00,0.00
536,pickled,43.00,151.00
537,pour-over,357.00,24.00
538,cronut,66.00,49.00
539,bitters,213.00,169.00
540,cronut,168.00,32.00
541,wayfarers,165.00,183.00
542,shoreditch,46.00,128.00
543,asymmetrical,284.00,61.00
544,humblebrag,242.00,16.00
545,narwhal,171.00,150.00
546,swag,356.00,22.00
547,Godard,209.00,141.00
548,lo-fi,36.00,28.00
549,mustache,329.00,163.00
550,shoreditch,364.00,17.00
551,flexitarian,221.00,96.00
552,plaid,345.00,144.00
553,health,240.00,97.00
554,truffaut,186.00,158.00
555,narwhal,185.00,42.00
556,cray,84.00,103.00
557,cronut,34.00,37.00
558,bitters,91.00,13.00
559,sartorial,185.00,115.00
560,flexitarian,302.00,151.00
561,meh,118.00,116.00
562,vegan,141.00,31.00
563,biodiesel,372.00,100.00
564,8-bit,222.00,62.00
565,biodiesel,110.00,186.00
566,offal,61.00,161.00
567,meggings,380.00,185.00
568,flexitarian,365.00,14.00
569,loko,35.00,132.00
570,loko,248.00,114.00
571,retro,312.00,155.00
572,celiac,333.00,1.00
573,gastropub,118.00,113.00
574,kitsch,101.00,27.00
575,hella,156.00,122.00
576,chambray,287.00,168.00
577,meggings,26.00,68.00
578,irony,172.00,83.00
579,pour-over,333.00,20.00
580,taxidermy,186.00,79.00
581,keffiyeh,259.00,98.00
582,pop-up,157.00,189.00
583,literally,262.00,3.00
584,butcher,301.00,78.00
585,ramps,120.00,22.00
586,sustainable,35.00,72.00
587,carry,80.00,189.00
588,roof,358.00,149.00
589,cray,180.00,63.00
590,mumblecore,324.00,155.00
591,occupy,47.00,103.00
592,kickstarter,103.00,14.00
593,poutine,308.00,160.00
594,dreamcatcher,324.00,173.00
595,fingerstache,14.00,135.00
596,blog,49.00,184.00
597,pug,315.00,95.00
598,artisan,15.00,17.00
599,artisan,197.00,117.00
600,bitters,94.00,69.00
601,chambray,187.00,118.00
602,gastropub,222.00,10.00
603,mumblecore,45.00,35.00
604,leggings,288.00,155.00
605,meh,153.00,169.00
606,sartorial,217.00,174.00
607,schlitz,145.00,172.00
608,PBR&B,348.00,67.00
609,tacos,233.00,5.00
610,echo,354.00,166.00
611,DIY,358.00,106.00
612,brooklyn,63.00,159.00
613,plaid,210.00,20.00
614,slow-carb,9.00,46.00
615,freegan,66.00,117.00
616,everyday,21.00,146.00
617,meggings,330.00,54.00
618,gentrify,277.00,52.00
619,quinoa,192.00,160.00
620,tacos,325.00,18.00
621,ramps,147.00,50.00
622,street,259.00,144.00
623,hashtag,236.00,0.00
624,street,29.00,46.00
625,portland,96.00,23.00
626,gluten-free,107.00,4.00
627,ugh,12.00,188.00
628,paleo,189.00,71.00
629,carry,213.00,55.00
630,heirloom,235.00,122.00
631,Godard,338.00,152.00
632,biodiesel,194.00,131.00
633,lo-fi,318.00,142.00
634,waistcoat,126.00,159.00
635,freegan,52.00,22.00
636,ennui,186.00,21.00
637,marfa,343.00,14.00
638,semiotics,223.00,58.00
639,tacos,82.00,82.00
640,cleanse,212.00,1.00
641,cleanse,153.00,62.00
642,forage,354.00,126.00
643,truffaut,274.00,68.00
644,helvetica,58.00,59.00
645,cardigan,136.00,146.00
646,marfa,111.00,148.00
647,freegan,312.00,47.00
648,pitchfork,199.00,58.00
649,pinterest,193.00,159.00
650,park,293.00,65.00
651,90's,267.00,134.00
652,VHS,20.00,25.00
653,lo-fi,55.00,121.00
654,normcore,272.00,125.00
655,franzen,80.00,151.00
656,cray,65.00,18.00
657,loko,99.00,66.00
658,ugh,307.00,162.00
659,hoodie,51.00,136.00
660,semiotics,172.00,7.00
661,etsy,166.00,138.00
662,semiotics,349.00,120.00
663,park,218.00,145.00
664,tousled,305.00,27.00
665,swag,121.00,44.00
666,letterpress,193.00,51.00
667,bitters,354.00,130.00
668,waistcoat,255.00,154.00
669,tattooed,268.00,172.00
670,celiac,356.00,177.00
671,polaroid,141.00,181.00
672,cardigan,132.00,123.00
673,twee,289.00,86.00
674,meggings,322.00,147.00
675,vinegar,325.00,54.00
676,kitsch,123.00,59.00
677,brunch,20.00,93.00
678,ugh,346.00,88.00
679,disrupt,67.00,144.00
680,migas,329.00,56.00
681,hoodie,255.00,79.00
682,sriracha,25.00,131.00
683,vinyl,317.00,98.00
684,poutine,287.00,14.00
685,irony,19.00,25.00
686,quinoa,263.00,130.00
687,typewriter,259.00,136.00
688,asymmetrical,8.00,166.00
689,knausgaard,201.00,154.00
690,synth,84.00,110.00
691,listicle,286.00,74.00
692,quinoa,149.00,20.00
693,freegan,62.00,34.00
694,cliche,319.00,77.00
695,roof,254.00,156.00
696,organic,143.00,186.00
697,helvetica,150.00,77.00
698,church-key,262.00,32.00
699,street,364.00,169.00
700,lo-fi,190.00,85.00
701,dreamcatcher,174.00,44.00
702,portland,79.00,115.00
703,ennui,216.00,19.00
704,ennui,108.00,154.00
705,freegan,102.00,71.00
706,ethical,363.00,79.00
707,narwhal,153.00,3.00
708,lo-fi,174.00,132.00
709,normcore,154.00,114.00
710,readymade,354.00,162.00
711,portland,243.00,71.00
712,artisan,216.00,10.00
713,iPhone,270.00,76.00
714,cliche,267.00,35.00
715,whatever,339.00,49.00
716,PBR&B,300.00,108.00
717,vinyl,32.00,5.00
718,lo-fi,127.00,183.00
719,paleo,10.00,153.00
720,letterpress,237.00,28.00
721,vice,255.00,115.00
722,beard,234.00,66.00
723,tilde,281.00,158.00
724,wolf,276.00,82.00
725,pitchfork,156.00,100.00
726,iPhone,51.00,5.00
727,quinoa,362.00,37.00
728,sustainable,70.00,117.00
729,gastropub,25.00,139.00
730,leggings,316.00,115.00
731,chartreuse,326.00,161.00
732,lomo,183.00,92.00
733,blog,178.00,6.00
734,keffiyeh,355.00,157.00
735,truffaut,207.00,103.00
736,beard,120.00,153.00
737,quinoa,287.00,64.00
738,meggings,201.00,23.00
739,marfa,70.00,96.00
740,taxidermy,209.00,184.00
741,PBR&B,18.00,157.00
742,XOXO,300.00,34.00
743,keffiyeh,195.00,160.00
744,chambray,130.00,147.00
745,bitters,15.00,12.00
746,roof,64.00,182.00
747,8-bit,47.00,117.00
748,butcher,256.00,114.00
749,etsy,277.00,13.00
750,shoreditch,309.00,121.00
751,iPhone,246.00,137.00
752,DIY,6.00,96.00
753,VHS,290.00,121.00
754,organic,203.00,61.00
755,slow-carb,68.00,122.00
756,8-bit,351.00,106.00
757,heirloom,51.00,71.00
758,authentic,121.00,10.00
759,flexitarian,361.00,121.00
760,actually,201.00,165.00
761,celiac,245.00,11.00
762,blog,248.00,109.00
763,mixtape,28.00,35.00
764,tattooed,60.00,100.00
765,beard,42.00,153.00
766,kogi,283.00,104.00
767,brunch,270.00,37.00
768,literally,338.00,148.00
769,viral,311.00,96.00
770,brunch,284.00,108.00
771,Yuccie,5.00,24.00
772,beard,276.00,165.00
773,knausgaard,362.00,26.00
774,brooklyn,302.00,170.00
775,park,163.00,7.00
776,mumblecore,337.00,51.00
777,aesthetic,134.00,24.00
778,organic,55.00,97.00
779,taxidermy,340.00,144.00
780,yr,319.00,93.00
781,vinyl,150.00,50.00
782,drinking,177.00,140.00
783,quinoa,60.00,188.00
784,disrupt,226.00,55.00
785,wolf,269.00,8.00
786,park,113.00,31.00
787,pug,198.00,156.00
788,stumptown,134.00,136.00
789,scenester,281.00,87.00
790,cred,288.00,77.00
791,pickled,142.00,101.00
