id,L,M,S,XL,XS,XXL,XXXL
492,13,14,8,4,26,16,12
493,8,2,22,8,0,18,16
494,21,0,8,16,8,13,13
495,18,16,17,25,9,26,19
496,11,17,27,24,0,22,23
497,12,15,9,19,14,5,15
498,22,4,9,16,20,22,24
499,28,10,19,2,17,5,25
500,3,1,7,20,6,14,15
501,16,6,28,11,9,21,2
502,2,12,17,9,26,16,14
503,16,12,26,18,18,23,18
504,19,10,17,21,13,12,0
505,11,16,20,16,23,3,28
506,5,25,16,2,15,8,27
507,11,8,3,5,25,3,1
508,20,1,22,17,16,1,24
509,21,23,26,16,7,16,7
510,10,24,5,21,3,22,2
511,18,21,19,2,6,16,1
512,19,28,26,22,6,28,27
513,24,2,20,20,23,6,21
514,1,10,0,2,7,25,16
515,8,0,5,16,11,27,6
516,15,25,17,14,13,11,1
517,22,7,26,16,19,15,12
518,7,23,13,20,7,4,2
519,14,20,28,4,17,23,5
520,0,11,16,4,6,18,3
521,11,16,7,4,0,14,19
522,2,5,17,2,23,21,1
523,25,11,12,18,8,14,3
524,5,0,4,4,2,1,26
525,25,22,20,2,6,16,27
526,26,11,9,25,11,6,6
527,3,4,13,7,18,7,17
528,3,25,4,13,0,9,20
529,18,21,3,1,27,16,2
530,11,17,13,23,1,27,26
531,24,17,5,16,3,6,4
532,0,17,19,5,20,23,10
533,11,25,14,13,25,1,24
534,3,13,17,9,1,20,26
535,5,14,6,18,6,19,17
536,15,10,20,15,20,3,5
537,14,17,14,2,21,21,3
538,18,19,13,1,12,25,12
539,18,0,25,9,28,20,9
540,19,17,26,13,22,18,3
541,5,6,0,28,18,27,18
542,25,0,0,16,8,22,9
543,19,25,28,0,27,16,16
544,8,27,20,4,23,21,18
545,6,8,1,10,19,25,24
546,14,13,12,23,6,28,9
547,21,22,22,10,24,25,14
548,19,9,25,20,2,13,10
549,15,17,16,28,12,24,9
550,27,26,18,7,4,11,13
551,22,7,25,15,22,26,18
552,16,26,1,13,13,21,1
553,3,19,17,1,10,15,14
554,14,24,24,22,13,6,14
555,11,19,28,24,0,11,27
556,27,6,10,18,20,1,9
557,0,14,19,19,26,8,28
558,2,27,4,24,6,16,14
559,19,21,13,25,7,8,25
560,25,13,3,12,6,20,26
561,15,27,20,21,19,13,13
562,12,22,17,3,19,9,6
563,25,6,21,20,20,22,6
564,15,10,25,23,10,4,18
565,3,24,4,13,7,12,21
566,22,9,28,2,14,0,22
567,1,26,11,18,12,6,11
568,3,23,22,15,23,24,4
569,28,17,21,23,11,27,15
570,15,26,4,9,1,7,25
571,28,23,22,9,10,22,24
572,27,24,19,18,17,6,14
573,6,7,6,9,7,9,27
574,13,13,28,26,16,22,13
575,9,14,8,12,7,11,26
576,0,9,17,21,27,26,26
577,6,10,9,25,13,4,9
578,1,11,24,0,0,4,19
579,0,11,8,18,0,8,17
580,3,6,8,7,22,12,11
581,24,24,3,8,20,7,27
582,22,17,7,24,15,22,5
583,3,24,5,14,6,28,21
584,21,12,14,17,8,9,18
585,14,6,16,10,26,24,6
586,7,23,4,25,24,3,22
587,8,22,3,18,0,24,22
588,20,16,24,1,23,4,28
589,12,23,27,6,21,19,28
590,10,19,13,8,7,22,17
591,16,8,9,23,9,25,24
592,27,25,1,6,19,20,21
593,13,10,0,24,18,21,27
594,3,19,20,18,2,27,3
595,8,2,10,18,15,25,21
596,9,16,10,21,26,27,14
597,2,12,26,10,17,4,5
598,21,1,6,27,16,9,6
599,25,7,6,10,20,5,12
600,28,26,26,25,16,0,6
601,24,23,13,26,27,24,1
602,7,11,13,22,27,4,16
603,26,26,11,24,7,24,13
604,21,1,2,25,13,13,16
605,15,19,28,27,12,3,14
606,7,8,12,17,0,3,16
607,14,6,0,14,11,5,0
608,0,9,18,3,2,4,17
609,24,20,25,20,12,5,15
610,28,9,8,5,22,3,4
611,10,8,8,22,11,27,11
612,16,25,26,5,26,27,7
613,7,10,8,10,17,21,17
614,12,15,6,17,11,2,5
615,19,12,6,15,23,22,16
616,25,19,12,20,10,1,22
617,11,18,16,21,4,22,1
618,25,20,24,19,18,13,4
619,26,26,6,12,12,25,21
620,13,8,14,27,0,6,27
621,21,25,24,18,5,22,17
622,25,23,17,7,4,5,6
623,22,21,23,6,22,7,21
624,22,18,9,2,22,21,2
625,27,21,28,9,21,22,4
626,18,23,8,19,20,2,0
627,20,4,0,7,15,3,25
628,16,22,27,18,0,1,15
629,9,10,10,11,16,4,5
630,0,3,12,19,10,11,21
631,6,1,28,13,8,5,22
632,4,15,16,28,13,25,23
633,23,7,23,1,18,10,14
634,4,24,9,0,6,5,23
635,3,22,5,2,8,1,26
636,5,22,5,7,3,5,23
637,13,20,7,17,22,8,14
638,9,4,24,7,4,10,10
639,13,18,25,2,4,18,25
640,16,7,17,10,24,9,28
641,8,20,10,1,24,0,4
642,15,24,9,12,5,17,21
643,18,24,9,27,13,23,9
644,8,27,13,2,17,23,16
645,19,9,18,1,13,5,20
646,1,10,3,13,2,24,15
647,2,3,22,26,28,0,28
648,23,12,27,5,10,5,21
649,7,25,14,21,1,22,9
650,8,26,24,10,11,26,2
651,17,4,28,10,24,5,20
652,0,16,18,12,15,24,28
653,0,1,21,18,10,3,11
654,17,20,26,23,16,22,11
655,11,7,28,23,0,0,9
656,27,26,25,13,9,7,13
657,17,18,28,26,18,9,15
658,25,24,21,14,2,13,7
659,10,27,15,15,19,11,19
660,26,7,19,1,15,25,7
661,23,22,9,7,11,9,10
662,16,22,14,11,0,7,0
663,14,22,27,17,19,27,3
664,6,13,7,3,25,18,9
665,4,20,16,7,0,18,12
666,24,22,5,26,15,25,28
667,17,15,21,9,24,0,21
668,6,19,19,13,25,18,3
669,6,15,15,25,25,26,12
670,3,19,26,19,22,4,10
671,23,15,14,20,17,17,3
672,25,10,5,5,19,2,7
673,9,19,15,17,3,11,20
674,23,28,26,12,12,0,27
675,10,21,8,12,17,12,5
676,6,23,2,14,14,27,13
677,12,15,10,26,14,0,1
678,14,1,22,21,1,24,8
679,8,1,26,10,10,14,18
680,23,21,19,19,10,13,0
681,22,24,24,2,1,22,9
682,1,20,18,10,23,9,7
683,23,0,27,15,12,11,22
684,3,27,11,10,3,1,2
685,0,12,17,25,1,18,17
686,14,16,13,7,20,20,2
687,7,2,12,22,8,14,0
688,17,6,26,10,28,27,28
689,0,28,26,23,16,16,27
690,25,23,1,1,22,18,18
691,15,4,23,27,14,14,12
692,16,25,2,11,14,13,26
693,12,27,11,14,11,8,3
694,25,23,11,14,3,25,25
695,8,12,24,22,13,11,5
696,11,4,27,6,2,26,26
697,20,14,12,3,27,23,5
698,26,21,17,3,28,8,11
699,4,7,12,27,14,25,4
700,15,27,25,19,13,26,28
701,4,4,26,15,9,12,27
702,14,24,3,11,18,15,0
703,23,11,25,8,12,18,20
704,1,19,22,24,15,13,26
705,25,11,17,24,13,19,20
706,14,21,16,0,12,19,23
707,15,18,11,11,16,25,5
708,14,5,2,11,5,5,19
709,13,24,20,28,11,7,13
710,9,11,1,16,25,15,1
711,3,2,14,15,24,14,18
712,6,17,25,15,25,14,21
713,10,8,12,21,2,0,0
714,18,25,20,16,10,1,27
715,9,23,27,5,26,28,12
716,11,24,22,27,13,0,19
717,25,0,0,2,3,8,27
718,26,15,1,1,9,2,3
719,2,8,5,13,8,5,14
720,5,15,17,21,15,16,5
721,19,2,16,23,24,28,25
722,26,20,22,9,27,8,17
723,1,20,27,6,17,25,3
724,6,28,28,19,1,27,4
725,20,2,7,12,19,1,11
726,22,15,10,6,25,25,16
727,6,18,4,25,3,12,13
728,28,21,16,17,18,2,9
729,25,8,23,28,11,25,9
730,24,20,1,19,27,25,21
731,28,20,18,7,18,3,11
732,8,8,9,0,2,0,23
733,25,3,7,23,10,11,26
734,19,24,18,4,22,13,20
735,26,22,2,23,8,5,22
736,24,18,12,17,27,20,26
737,26,23,17,24,13,10,20
738,4,19,14,18,14,25,0
739,25,6,2,11,7,19,18
740,26,0,14,14,24,13,4
741,22,28,21,16,20,27,26
742,13,12,8,19,11,25,7
743,26,13,15,18,16,5,20
744,0,0,21,14,16,16,2
745,15,22,0,3,15,18,6
746,24,27,18,5,12,4,10
747,7,28,5,21,17,27,25
748,5,7,3,2,22,0,10
749,5,7,22,7,13,8,1
750,11,16,25,23,23,0,4
751,8,9,27,19,6,9,9
752,27,22,9,11,16,19,16
753,10,19,9,28,22,19,27
754,5,21,5,5,15,10,24
755,3,28,10,23,16,21,11
756,8,5,0,11,19,21,21
757,23,0,17,8,14,2,26
758,21,28,10,10,16,9,21
759,13,9,26,4,16,20,8
760,25,10,12,3,28,21,11
761,16,19,22,18,24,19,23
762,10,16,4,25,27,5,20
763,20,15,10,28,18,2,1
764,17,3,0,5,16,20,0
765,14,8,21,11,17,26,2
766,0,23,21,12,12,4,24
767,6,7,23,5,9,10,10
768,3,19,8,4,9,20,17
769,18,11,25,10,9,3,25
770,17,3,28,1,4,4,9
771,24,26,6,12,18,22,20
772,26,15,15,23,13,8,28
773,5,9,15,8,23,24,8
774,8,8,25,2,22,1,1
775,19,12,7,7,1,26,23
776,13,22,16,16,24,10,20
777,10,22,0,8,23,26,20
778,24,27,14,1,9,10,10
779,23,3,4,20,21,8,22
780,9,20,10,27,24,10,18
781,21,21,27,4,5,16,27
782,18,19,5,12,1,25,23
783,5,12,5,17,6,7,16
784,23,22,7,21,12,18,26
785,11,0,1,21,12,25,8
786,13,23,3,10,24,9,18
787,4,13,19,18,21,6,4
788,21,15,2,27,8,0,19
789,9,0,12,3,8,4,17
790,23,20,24,23,22,27,27
791,6,10,19,23,11,19,16
792,15,21,27,10,26,20,5
793,21,25,19,15,15,19,27
794,17,6,13,27,5,28,16
795,3,17,12,9,1,10,17
796,4,16,4,9,6,18,13
797,14,6,17,27,2,5,28
798,26,2,23,14,28,19,7
799,13,14,8,0,28,3,24
800,15,28,14,6,20,16,1
801,12,0,6,16,21,0,8
802,7,27,10,13,23,8,28
803,9,1,19,20,10,17,18
804,0,28,24,27,18,5,16
805,28,11,11,26,20,14,12
806,13,8,25,27,6,22,19
807,12,19,6,28,19,26,7
808,21,16,21,28,10,13,2
809,21,24,24,12,28,28,9
810,28,17,19,24,10,10,25
811,1,28,10,1,8,0,12
812,0,22,2,26,0,24,25
813,23,20,4,24,3,1,6
814,22,6,8,25,15,23,23
815,26,11,26,0,10,15,22
816,25,20,11,2,0,20,19
817,23,28,14,26,26,6,11
818,26,7,21,10,18,15,22
819,0,5,22,24,20,23,1
820,26,12,15,19,0,11,7
821,3,28,2,16,6,11,1
822,9,21,13,0,15,7,20
823,15,26,17,25,5,14,1
824,7,27,1,14,11,20,24
825,28,10,23,12,10,12,11
826,9,1,3,14,13,18,1
827,7,20,25,16,9,10,28
828,14,10,5,6,1,27,3
829,8,7,10,5,19,24,20
830,0,18,28,28,7,10,9
831,13,28,1,15,18,20,19
832,19,5,9,11,11,17,5
833,2,22,25,9,1,3,22
834,19,16,28,19,6,23,22
835,21,16,7,1,0,7,11
836,3,6,23,9,14,18,20
837,15,17,5,4,3,21,19
838,24,27,3,5,23,5,18
839,0,18,3,24,25,2,9
840,6,8,5,3,17,22,17
841,9,0,8,2,15,25,15
842,26,15,27,13,20,9,0
843,7,0,12,13,23,25,14
844,3,18,17,5,6,15,26
845,26,25,8,4,28,10,11
846,10,12,5,20,17,20,11
847,8,10,7,12,18,24,20
848,26,0,3,8,7,10,25
849,18,20,19,0,12,8,23
850,28,15,28,5,6,27,7
851,4,3,19,8,20,24,3
852,28,22,21,25,2,4,26
853,2,4,0,4,17,24,25
854,15,3,3,11,25,20,19
855,18,7,19,22,4,16,7
856,23,6,18,25,18,8,14
857,20,4,27,2,1,18,20
858,19,21,0,27,21,6,11
859,18,12,23,11,7,28,10
860,4,12,4,14,14,21,24
861,7,15,8,27,16,21,5
862,1,3,17,3,1,5,7
863,6,11,24,3,22,0,20
864,11,12,21,24,6,25,22
865,25,11,15,20,19,16,11
866,14,19,26,14,4,11,7
867,14,20,15,12,4,1,3
868,16,28,10,6,24,14,1
869,24,18,10,6,8,1,2
870,13,23,19,8,18,17,15
871,17,21,27,9,6,5,21
872,22,19,1,23,3,4,16
873,12,21,28,16,6,27,6
874,21,17,1,25,7,22,28
875,12,5,17,16,4,6,8
876,19,7,22,20,19,18,25
877,14,25,5,15,5,25,16
878,11,15,19,21,15,2,28
879,0,15,28,28,9,1,2
880,26,16,15,16,25,28,8
881,9,2,4,6,15,28,24
882,11,23,11,12,7,17,16
883,5,15,1,0,24,23,9
884,24,1,20,23,11,11,19
885,8,25,7,20,8,6,20
886,2,20,11,2,18,0,5
887,25,15,6,20,26,26,5
888,5,1,6,17,22,20,11
889,4,6,24,26,20,22,26
890,25,9,10,27,12,5,3
891,9,25,20,20,25,5,12
892,16,23,0,27,9,13,4
893,13,9,11,1,10,16,1
894,25,26,13,9,15,0,23
895,15,1,6,5,7,13,9
896,14,0,28,9,15,18,20
897,22,15,24,15,23,7,1
898,28,14,3,22,4,28,2
899,1,23,22,20,22,18,22
900,0,1,4,27,10,8,15
901,26,23,21,19,23,5,21
902,21,9,11,8,10,10,26
903,0,16,3,10,3,0,11
904,3,2,2,25,10,1,28
905,6,25,11,26,4,15,12
906,5,13,18,3,18,3,8
907,19,5,8,3,11,15,21
908,6,1,12,12,12,3,15
909,26,19,5,3,3,21,13
910,23,3,13,17,18,4,11
911,5,9,16,25,9,12,2
912,22,22,6,18,1,14,14
913,15,23,3,23,4,12,13
914,15,20,27,1,13,27,27
915,15,24,5,8,20,7,26
916,7,11,0,24,14,12,10
917,11,4,21,0,15,27,19
918,17,25,18,15,6,27,21
919,5,18,22,16,18,5,20
920,1,26,3,12,22,4,13
921,3,28,13,14,26,12,15
922,23,18,7,14,23,9,6
923,8,13,24,9,21,24,26
924,14,16,13,15,14,1,3
925,6,18,10,0,27,1,22
926,28,22,4,17,26,24,15
927,27,17,16,5,21,5,18
928,15,5,0,8,22,11,26
929,16,23,26,15,16,12,20
930,3,9,25,14,14,5,26
931,6,10,5,3,14,17,8
932,15,19,17,12,4,17,0
933,24,3,5,14,28,17,4
934,22,18,11,15,14,3,26
935,27,6,20,13,18,4,28
936,20,20,2,22,26,16,26
937,22,22,24,22,9,3,21
938,13,0,12,19,1,26,21
939,20,18,19,20,23,18,10
940,21,3,27,1,10,10,25
941,25,11,11,12,0,27,28
942,5,26,26,13,16,24,7
943,8,14,9,23,0,17,14
944,3,3,21,12,17,20,19
945,9,8,18,22,12,9,19
946,14,7,18,13,24,3,2
947,28,8,14,21,1,19,23
948,12,22,26,14,14,9,8
949,10,13,20,8,12,20,21
950,16,27,4,11,17,20,20
951,23,23,24,7,8,26,18
952,17,2,27,26,19,12,19
953,8,27,23,15,9,5,5
954,9,13,7,16,28,19,9
955,0,12,10,5,21,25,22
956,24,14,23,27,22,18,19
957,28,5,9,28,15,11,18
958,19,13,10,10,4,21,8
959,23,17,4,28,23,12,15
960,9,4,17,18,3,2,9
961,17,15,10,26,14,2,9
962,5,15,23,21,7,1,10
963,13,16,25,24,27,28,26
964,11,23,27,24,18,2,25
965,3,12,14,23,25,27,5
966,5,0,12,21,12,18,17
967,9,15,19,6,1,14,4
968,15,10,7,4,11,11,21
969,16,4,18,2,9,9,13
970,4,25,23,24,1,20,6
971,27,15,6,3,5,11,8
972,6,16,3,8,5,22,1
973,26,25,17,9,9,28,15
974,19,13,1,15,11,23,26
975,14,9,6,20,1,6,15
976,22,15,9,1,25,11,6
977,3,12,22,0,9,12,22
978,23,28,16,4,12,4,4
979,5,8,3,1,2,19,18
980,21,13,14,14,3,26,11
981,1,22,18,26,4,24,6
982,19,20,9,26,13,15,18
983,11,11,15,28,14,15,20
984,16,12,5,26,3,23,18
985,23,14,17,12,21,7,24
986,25,24,9,7,18,16,22
987,16,25,24,17,4,26,13
988,26,6,20,6,1,13,13
989,27,2,18,14,22,3,19
990,19,18,7,25,25,17,0
991,17,2,10,4,27,18,27
992,5,27,4,16,18,20,19
993,6,10,22,22,0,14,23
994,25,3,18,18,28,23,1
995,3,21,20,20,4,11,27
996,10,14,14,27,26,5,7
997,10,25,9,2,19,8,25
998,25,8,17,21,12,28,2
999,20,1,3,21,14,17,1
1000,2,24,15,21,9,0,25
1,21,27,18,13,12,13,15
2,27,21,27,0,2,27,20
3,6,10,7,17,16,5,17
4,6,15,0,25,11,7,7
5,11,23,9,2,16,18,9
6,23,17,22,28,26,19,2
7,7,7,20,11,10,6,2
8,19,6,15,11,18,5,23
9,26,4,18,27,4,1,25
10,16,17,1,10,8,18,23
11,14,11,18,21,25,14,4
12,20,16,20,8,11,6,7
13,11,27,16,27,28,16,28
14,3,7,15,4,24,13,10
15,20,9,3,9,26,5,28
16,22,18,5,13,14,14,0
17,22,13,14,24,19,21,13
18,28,15,26,25,22,5,3
19,7,4,1,16,4,19,10
20,14,0,7,3,17,6,17
21,24,24,16,16,2,9,5
22,12,9,16,15,23,8,5
23,27,2,25,10,26,20,27
24,9,14,23,7,7,3,12
25,13,22,3,23,22,3,6
26,10,17,13,5,12,9,2
27,15,21,24,28,3,2,17
28,9,8,18,0,14,21,8
29,3,21,24,12,13,18,26
30,11,11,13,3,11,0,10
31,24,4,6,13,28,5,14
32,15,26,6,14,16,20,8
33,19,22,21,15,25,13,25
34,27,23,28,24,5,6,5
35,4,21,7,15,14,26,7
36,19,5,15,24,13,21,11
37,7,28,2,28,21,24,20
38,0,7,20,2,23,6,2
39,3,2,11,12,25,3,20
40,22,26,22,8,6,17,14
41,23,14,17,6,15,6,23
42,10,13,20,16,9,8,4
43,17,22,4,7,14,8,11
44,23,10,28,19,5,15,1
45,5,17,6,23,22,5,0
46,24,26,23,22,6,21,1
47,12,27,28,7,1,26,19
48,27,12,25,16,20,8,10
49,12,23,4,4,0,16,6
50,18,21,20,21,28,12,10
51,10,3,10,24,16,20,14
52,7,4,24,5,4,25,11
53,16,3,18,2,25,6,27
54,13,13,2,1,0,23,12
55,16,16,23,3,23,13,8
56,25,14,9,27,10,23,25
57,27,19,25,6,24,23,1
58,8,19,26,12,16,6,5
59,10,2,15,4,16,3,2
60,18,11,1,13,8,17,18
61,15,7,9,24,16,15,12
62,19,19,15,11,3,25,26
63,2,4,20,19,26,15,0
64,19,3,9,15,7,6,1
65,27,15,0,17,0,27,4
66,13,13,19,23,2,8,13
67,10,22,27,7,21,12,4
68,19,28,12,2,20,24,0
69,1,17,7,1,4,20,5
70,26,19,15,28,10,4,3
71,25,22,0,1,3,14,25
72,10,27,11,13,1,16,1
73,24,0,19,5,24,20,24
74,8,3,15,23,4,4,16
75,15,18,16,9,7,14,21
76,22,23,7,3,9,18,3
77,26,7,14,16,27,25,16
78,7,22,10,24,11,1,9
79,16,18,17,5,9,27,22
80,18,18,1,11,6,20,6
81,14,16,20,18,11,14,8
82,3,28,0,3,0,7,6
83,22,4,0,8,3,25,10
84,20,1,12,22,9,13,1
85,19,7,1,5,9,0,14
86,18,3,25,0,13,21,13
87,5,1,10,11,26,12,28
88,22,9,18,17,5,22,14
89,28,12,5,19,8,2,3
90,0,20,6,10,7,23,4
91,7,25,20,28,23,13,20
92,23,12,14,25,14,8,25
93,12,6,4,28,1,24,4
94,22,10,8,0,3,14,20
95,28,6,21,14,4,27,5
96,16,9,15,4,28,28,10
97,10,9,8,21,17,11,16
98,24,11,22,24,17,17,18
99,5,8,26,20,11,28,14
100,7,12,4,6,15,28,1
101,23,19,4,22,1,8,7
102,27,14,2,4,21,8,11
103,21,28,6,19,25,24,27
104,11,26,15,1,2,4,1
105,27,23,1,22,10,26,16
106,13,23,13,3,7,16,18
107,23,26,0,19,21,16,0
108,0,4,20,14,25,26,18
109,0,11,4,15,7,12,27
110,11,23,24,9,10,11,25
111,20,8,25,11,11,12,25
112,16,9,14,27,23,21,15
113,13,17,8,26,28,14,7
114,21,22,20,2,27,7,26
115,6,3,21,2,17,17,1
116,24,3,22,6,11,12,18
117,20,23,3,26,0,16,14
118,11,5,16,21,5,3,12
119,7,22,26,9,28,22,8
120,10,14,24,17,12,25,22
121,26,20,13,12,16,1,5
122,17,16,17,16,12,23,28
123,0,19,26,15,9,8,4
124,23,10,5,1,21,10,25
125,28,14,2,24,10,1,22
126,4,1,24,1,19,15,10
127,28,15,25,3,27,20,17
128,25,11,25,15,9,9,2
129,0,1,0,5,13,8,26
130,21,12,8,0,10,19,6
131,17,5,8,0,22,5,28
132,24,1,8,17,1,28,16
133,25,6,24,2,24,15,17
134,14,10,22,27,20,14,26
135,17,15,24,20,9,28,24
136,5,22,7,6,12,9,12
137,7,2,24,23,25,26,23
138,12,21,5,14,6,4,22
139,18,23,6,16,13,0,7
140,4,18,14,17,26,14,20
141,22,4,23,7,11,10,16
142,9,27,2,8,4,1,1
143,15,13,24,14,19,9,25
144,27,27,28,24,25,18,19
145,17,27,28,14,17,7,28
146,16,16,10,1,26,24,10
147,18,10,0,0,20,24,22
148,10,3,1,10,6,8,18
149,4,23,23,2,14,19,22
150,3,16,12,1,20,7,9
151,0,9,7,21,3,8,27
152,27,16,12,2,2,2,5
153,9,8,13,20,7,13,7
154,12,0,0,25,14,24,22
155,11,5,13,16,16,18,21
156,8,24,6,13,27,2,28
157,10,28,0,10,5,15,20
158,24,18,12,17,17,2,0
159,2,8,24,22,2,24,6
160,20,23,21,22,4,9,21
161,17,13,13,7,2,11,16
162,6,3,5,0,13,1,6
163,9,3,20,8,1,12,25
164,1,9,5,9,13,22,28
165,18,7,18,22,10,0,8
166,20,12,23,18,28,3,12
167,3,19,23,23,23,0,24
168,17,11,22,25,25,1,27
169,13,26,4,28,10,13,20
170,20,27,14,8,2,5,25
171,10,16,6,3,1,20,7
172,23,9,26,5,9,14,17
173,25,26,11,12,7,22,28
174,24,9,6,0,7,10,9
175,6,15,9,23,17,15,14
176,28,12,18,28,19,18,14
177,18,12,2,18,2,8,6
178,3,26,2,19,10,14,12
179,25,12,7,12,15,22,4
180,27,13,8,19,20,22,18
181,0,3,11,20,0,12,24
182,15,7,12,0,26,2,19
183,7,7,18,24,21,2,6
184,7,24,1,1,27,17,20
185,14,15,9,16,1,0,10
186,24,14,10,6,25,1,13
187,19,2,11,18,16,10,26
188,7,26,13,27,5,26,27
189,2,27,14,17,28,18,24
190,19,11,2,17,15,15,19
191,7,14,25,17,19,5,6
192,11,23,7,11,13,11,0
193,24,13,12,3,23,0,19
194,4,13,8,5,12,14,14
195,8,27,6,20,12,13,20
196,3,22,12,27,18,4,8
197,0,21,22,27,24,1,14
198,28,20,23,13,13,21,2
199,14,24,24,9,8,0,25
200,24,17,26,11,11,16,2
201,27,17,22,28,9,25,24
202,27,8,4,9,2,0,19
203,25,24,5,25,1,2,14
204,19,7,11,11,10,26,5
205,7,6,23,17,21,24,27
206,13,15,9,25,19,16,11
207,14,20,11,21,11,22,26
208,1,1,2,24,8,4,14
209,9,19,10,22,9,23,16
210,12,19,10,23,15,14,8
211,4,14,4,19,17,22,20
212,23,22,18,13,12,14,6
213,17,3,24,22,17,7,26
214,20,22,16,5,6,12,17
215,18,12,23,25,1,25,16
216,8,26,9,16,9,12,8
217,14,9,2,16,4,16,17
218,23,28,20,12,9,27,18
219,15,27,25,7,19,25,22
220,11,2,12,14,26,11,8
221,28,26,1,11,25,6,11
222,6,10,8,26,8,19,17
223,12,24,17,0,0,16,6
224,0,23,13,28,3,3,1
225,3,6,17,25,21,16,18
226,16,23,20,11,24,9,12
227,12,11,17,6,17,2,2
228,18,24,12,8,0,3,16
229,5,22,24,23,2,13,3
230,2,12,27,27,17,15,1
231,8,21,27,5,28,8,9
232,25,2,15,13,25,18,0
233,2,23,3,6,22,13,25
234,27,7,28,22,6,11,8
235,0,17,13,16,18,25,0
236,21,9,14,11,18,17,12
237,9,23,8,18,3,9,27
238,1,12,27,20,0,1,9
239,22,28,9,25,17,13,2
240,13,6,20,14,14,24,11
241,22,28,22,4,24,4,25
242,0,14,4,10,20,21,8
243,10,9,21,27,12,1,13
244,23,20,1,18,7,1,23
245,22,9,4,17,11,13,0
246,3,14,20,17,12,12,8
247,18,10,25,25,17,12,8
248,17,19,26,6,8,19,14
249,1,23,20,6,15,0,2
250,16,10,20,10,24,19,24
251,12,16,11,25,12,21,8
252,0,16,17,16,8,10,4
253,12,9,17,1,9,17,19
254,21,27,19,24,13,8,8
255,7,27,14,12,13,0,1
256,26,15,10,8,5,23,17
257,21,28,7,9,13,13,13
258,19,18,2,1,7,22,2
259,3,28,1,17,18,7,5
260,3,26,11,1,12,25,9
261,22,18,5,2,2,1,0
262,0,0,16,20,1,0,8
263,13,6,10,28,17,23,2
264,19,1,25,22,10,7,2
265,14,4,4,13,28,21,4
266,5,15,27,18,2,23,26
267,13,3,8,11,24,19,14
268,10,24,21,11,5,12,8
269,23,5,26,2,13,3,18
270,0,18,17,5,24,23,26
271,24,23,9,21,26,21,7
272,17,1,26,23,27,5,28
273,15,7,22,15,6,6,21
274,16,11,6,2,7,10,12
275,19,23,23,6,25,28,14
276,11,21,0,26,2,27,20
277,16,15,7,8,2,23,20
278,5,0,12,18,13,28,5
279,22,20,9,5,8,2,27
280,3,28,7,17,9,18,20
281,28,18,24,20,10,27,18
282,5,18,10,27,9,3,28
283,8,8,27,23,27,1,4
284,22,14,21,8,9,24,8
285,24,21,16,23,27,13,18
286,23,13,4,18,23,20,3
287,0,4,2,5,2,26,5
288,28,15,24,27,7,3,13
289,1,3,1,15,23,24,1
290,28,25,26,19,12,11,0
291,26,26,0,3,3,23,22
292,16,21,13,25,12,20,14
293,28,22,8,28,27,24,20
294,14,3,25,20,25,16,14
295,12,25,21,8,6,8,0
296,0,27,13,9,0,14,0
297,2,6,22,16,6,11,22
298,7,18,4,9,3,7,6
299,6,18,25,24,9,19,18
300,26,21,9,2,13,19,24
301,14,9,9,5,17,8,19
302,23,25,13,3,10,26,27
303,26,12,26,20,17,26,8
304,27,27,7,0,17,9,5
305,5,18,24,16,26,21,27
306,18,9,20,16,4,11,8
307,7,8,9,16,13,20,24
308,18,3,25,12,16,0,20
309,18,28,24,26,21,15,24
310,10,15,9,1,22,7,6
311,7,5,9,11,11,12,13
312,23,6,12,4,17,0,23
313,14,23,10,14,8,7,10
314,8,12,1,21,7,19,15
315,17,9,11,23,19,11,16
316,10,20,3,0,28,11,4
317,27,13,26,11,21,10,12
318,16,19,21,23,17,11,17
319,2,21,20,10,22,19,6
320,21,22,0,8,3,26,18
321,11,24,9,8,7,25,6
322,10,24,28,6,5,24,14
323,14,19,15,17,21,27,19
324,16,24,12,14,6,19,13
325,22,21,11,15,3,22,7
326,11,19,4,8,11,9,4
327,11,15,13,18,9,24,0
328,25,27,19,11,18,19,13
329,26,12,10,18,21,10,15
330,6,27,15,9,20,24,6
331,2,18,12,11,22,2,4
332,15,9,13,20,19,20,14
333,18,1,21,12,5,19,18
334,12,3,26,24,7,20,13
335,8,7,3,9,21,4,12
336,23,26,6,23,6,16,25
337,28,3,23,7,13,25,5
338,19,14,5,16,14,15,15
339,4,3,16,6,28,26,1
340,21,17,28,4,0,2,23
341,14,17,9,16,23,0,12
342,13,15,25,25,11,18,10
343,9,17,17,9,16,19,1
344,5,2,25,13,25,25,8
345,21,2,10,13,3,17,2
346,19,2,2,7,24,3,17
347,28,4,2,20,2,12,11
348,14,24,5,12,25,19,14
349,14,23,7,15,24,6,10
350,6,6,1,25,10,28,3
351,6,0,8,24,3,4,5
352,7,18,17,3,12,4,28
353,28,28,9,22,18,22,7
354,25,24,17,19,23,2,12
355,25,12,17,23,21,23,3
356,22,24,10,17,5,17,9
357,15,7,26,28,19,14,0
358,26,16,14,16,27,15,3
359,9,8,8,7,16,10,18
360,2,8,8,14,6,6,27
361,26,3,24,15,12,12,6
362,8,21,20,28,4,7,26
363,23,9,14,2,21,22,22
364,3,20,18,5,12,10,20
